tool_id	biotools_id	filtered_on	reason	to_keep	EDAM_operations	EDAM_topics	description	has_biocontainers_infos	has_biotools_infos	has_galaxy_infos
genome_topology_network	genome_topology_network	biotools_description	ITS in bio.tools description	True	Clustering, Phylogenetic tree analysis (shape), Phylogenetic tree bootstrapping, Phylogenetic tree distances calculation, Phylogenetic tree generation	Carbohydrates, DNA polymorphism, Gene and protein families, Mapping, Phylogenetics	"Modification of the genome topology network and its application to the comparison of group B Streptococcus genomes.

The draft genomes now can be analyzed. Initiate the GTN with ""gtn_CompleteOnly.pl"" if your data consist of complete genomes only, or utilize ""gtn_WithDraft.pl"". The GTN firstly locates the synteny block in genomes if draft data exist.

The Markov Cluster Algorithm is introduced to assign the gene families. The Markov Cluster (MCL) Algorithm is introduced in this version. This algorithm is also used in many clustering tool, such as orthoMCL,.

Unique gene connection information will be yielded as a result file."	False	True	False
bioconductor-paircompviz		biocontainers_keywords	profiling in BioContainers keywords	True			Multiple comparison test visualization	True	False	False
bioconductor-chromheatmap		biocontainers_keywords	profiling in BioContainers keywords	True			This package can be used to plot genome-wide data (e.g. expression, cgh, snp) along each strand of a given chromosome as a heat map, that can be used to interactively identify probes and genes of interest.	True	False	False
nglyc	Nglyc	biotools_description	ITS in bio.tools description	True	Post-translation modification site prediction	Immunoproteins and antigens, Machine learning, Model organisms, Protein folding, stability and design, Protein folds and structural domains	"A random forest method for prediction of N-Glycosylation sites in eukaryotic protein sequence.

N-Glycosylation is one of the most important post-translational mechanisms in eukaryotes. It plays a vital role in various biological processes such as protein folding, stability, immunogenicity of different proteins, cell signaling and protein targeting. N-glycosylation predominantly occurs in N-X-[S T] sequon where X is any amino acid other than proline. However, not all N-X-[S T] sequons in proteins are glycosylated. Therefore, accurate prediction of N-glycosylation sites is essential to understand N-glycosylation mechanism. We developed a random forest method, Nglyc, to predict N-glycosylation sites in eukaryotic protein sequences. The method used 315 features derived from a protein sequence and its sequence homologs. Training and testing was performed using a dataset containing 895 N-glycosylation sites and 853 non-glycosylated sites obtained from 846 PDB structures"	False	True	False
rtr	rtr	biotools_description	ITS in bio.tools description	True	Alternative splicing prediction, Differential gene expression analysis, Exonic splicing enhancer prediction, Expression analysis	Gene transcripts, RNA splicing, RNA-Seq, Transcription factors and regulatory sites, Transcriptomics	"A comprehensive rat transcriptome built from large scale RNA-seq-based annotation.

The rat is an important model organism in biomedical research for studying human disease mechanisms and treatments, but its annotated transcriptome is far from complete. We constructed a Rat Transcriptome Re-annotation named RTR using RNA-seq data from 320 samples in 11 different organs generated by the SEQC consortium. Totally, there are 52 807 genes and 114 152 transcripts in RTR. Transcribed regions and exons in RTR account for ∼42% and ∼6.5% of the genome, respectively. Of all 73 074 newly annotated transcripts in RTR, 34 213 were annotated as high confident coding transcripts and 24 728 as high confident long noncoding transcripts. Different tissues rather than different stages have a significant influence on the expression patterns of transcripts"	False	True	False
xtail		biocontainers_description	profiling in BioContainers description	True			Genome-wide assessment of differential translations with ribosome profiling data	True	False	False
rcnet	rcnet	biotools_description	ITS in bio.tools description	True	Gene expression profiling	DNA, Disease, Gene expression, Gene expression profiling, Networks	Online resource to predict associations between disease phenotypes and gene sets. Its algorithms combine known disease-gene associations in OMIM with the topological information in the disease phenotype similarity network and the gene-gene interaction network to analyze the association between a gene set and disease phenotypes.	False	True	False
epa-ng	EPA-ng	EDAM_topics	Metagenomics in EDAM Topics	True	Expression analysis, Genome annotation, Sequence assembly	Metagenomics, Microbial ecology, Phylogenetics	Complete reimplementation of the evolutionary placement algorithm (EPA) that is substantially faster, offers a distributed memory parallelization, and integrates concepts from both, RAxML-EPA and PPLACER.	True	True	False
sabre	sabre	biotools_description	ITS in bio.tools description	True	Sequence trimming, Sequencing quality control	Data quality management, Sequence analysis	A tool that will demultiplex barcoded reads into separate files. It will work on both single-end and paired-end data in fastq format. It simply compares the provided barcodes with each read and separates the read into its appropriate barcode file, after stripping the barcode from the read (and also stripping the quality values of the barcode bases). If a read does not have a recognized barcode, then it is put into the unknown file.	True	True	False
rf-cloning.org	rf-cloning.org	biotools_description	plasmid in bio.tools description	True	Data handling, PCR primer design, Plasmid map drawing, Primer and probe design	DNA binding sites, Nucleic acid sites, features and motifs, Probes and primers, Sequence analysis, Sequencing	Automates the primer design process of restriction-free clones, which are a PCR based technology that allows the insertion of any sequence into any plasmid at any location.	False	True	False
metagene	metagene	biotools_description	metagenic in bio.tools description	True	Analysis, Visualisation	Genetics	This package produces metagenic plots to compare the behavior of DNA-interacting proteins at selected groups of genes/features. Bam files are used to increase the resolution. Multiple combination of group of bam files and/or group of genomic regions can be compared in a single analysis. Bootstraping analysis is used to compare the groups and locate regions with statistically different enrichment profiles.	False	True	False
coman	coman	EDAM_topics	Metagenomics in EDAM Topics	True	Transcriptional regulatory element prediction	Metagenomics, Microbiology, RNA-seq, Transcriptomics	Comprehensive metatranscriptomics analysis.	False	True	False
ptbgrp	ptbgrp	EDAM_topics	Metatranscriptomics in EDAM Topics	True	Network analysis, Virulence prediction	Infectious disease, Machine learning, Metatranscriptomics, Molecular interactions, pathways and networks	Predicting phage-bacteria interactions with graph representation learning on microbial heterogeneous information network.	False	True	False
phaster	phaster	biotools_description	plasmids in bio.tools description	True	Genome visualisation	Genomics, Molecular interactions, pathways and networks, Protein interaction experiment, Sequencing	PHASTER (PHAge Search Tool Enhanced Release) is a significant upgrade to the popular PHAST web server for the rapid identification and annotation of prophage sequences within bacterial genomes and plasmids.	False	True	False
binette	binette	EDAM_topics	Metagenomics in EDAM Topics	True	Read binning	Metagenomics	Binette is a fast and accurate binning refinement tool to constructs high quality MAGs from the output of multiple binning tools.	False	True	True
