package.name	keep	about.summary	about.description	about.home
bioconductor-mirmine	False	Data package with miRNA-seq datasets from miRmine database as RangedSummarizedExperiment	miRmine database is a collection of expression profiles from different publicly available miRNA-seq datasets, Panwar et al (2017) miRmine: A Database of Human miRNA Expression, prepared with this data package as RangedSummarizedExperiment.	https://bioconductor.org/packages/3.17/bioc/html/miRmine.html
metasbt	False	Microbial genomes characterization with Sequence Bloom Trees.	"A scalable framework for automatically indexing microbial genomes and accurately 
characterizing metagenome-assembled genomes with Sequence Bloom Trees
"	https://github.com/cumbof/MetaSBT
bioconductor-clonality	False	Clonality testing	Statistical tests for clonality versus independence of tumors from the same patient based on their LOH or genomewide copy number profiles	https://bioconductor.org/packages/3.17/bioc/html/Clonality.html
phlame	False	Novelty-aware intraspecies profiling of metagenome samples.		https://github.com/quevan/phlame
abawaca	False	abawaca is a binning program for metagenomics.		https://github.com/CK7/abawaca
metacortex	False	MetaCortex is an assembler for metagenomic, or environmental sequence data.		https://github.com/SR-Martin/metacortex
bioconductor-mirage	False	MiRNA Ranking by Gene Expression	The package contains functions for inferece of target gene regulation by miRNA, based on only target gene expression profile.	https://bioconductor.org/packages/3.20/bioc/html/MiRaGE.html
slimm	False	SLIMM - Species Level Identification of Microbes from Metagenomes		https://github.com/seqan/slimm/blob/master/README.md
binchicken	False	Targeted recovery of low abundance metagenome assembled genomes through intelligent coassembly		https://github.com/aroneys/binchicken
bioconductor-saturn	False	Scalable Analysis of Differential Transcript Usage for Bulk and Single-Cell RNA-sequencing Applications	satuRn provides a higly performant and scalable framework for performing differential transcript usage analyses. The package consists of three main functions. The first function, fitDTU, fits quasi-binomial generalized linear models that model transcript usage in different groups of interest. The second function, testDTU, tests for differential usage of transcripts between groups of interest. Finally, plotDTU visualizes the usage profiles of transcripts in groups of interest.	https://bioconductor.org/packages/3.20/bioc/html/satuRn.html
metav	False	Rapid detection and classification of viruses in metagenomics sequencing.		https://github.com/ZhijianZhou01/metav
bioconductor-chipxpress	False	ChIPXpress: enhanced transcription factor target gene identification from ChIP-seq and ChIP-chip data using publicly available gene expression profiles	ChIPXpress takes as input predicted TF bound genes from ChIPx data and uses a corresponding database of gene expression profiles downloaded from NCBI GEO to rank the TF bound targets in order of which gene is most likely to be functional TF target.	https://bioconductor.org/packages/3.20/bioc/html/ChIPXpress.html
isescan	False	A python pipeline to identify IS (Insertion Sequence) elements in genome and metagenome 		https://github.com/xiezhq/ISEScan
bioconductor-rnasense	False	Analysis of Time-Resolved RNA-Seq Data	RNA-sense tool compares RNA-seq time curves in two experimental conditions, i.e. wild-type and mutant, and works in three steps. At Step 1, it builds expression profile for each transcript in one condition (i.e. wild-type) and tests if the transcript abundance grows or decays significantly. Dynamic transcripts are then sorted to non-overlapping groups (time profiles) by the time point of switch up or down. At Step 2, RNA-sense outputs the groups of differentially expressed transcripts, which are up- or downregulated in the mutant compared to the wild-type at each time point. At Step 3, Correlations (Fisher's exact test) between the outputs of Step 1 (switch up- and switch down- time profile groups) and the outputs of Step2 (differentially expressed transcript groups) are calculated. The results of the correlation analysis are printed as two-dimensional color plot, with time profiles and differential expression groups at y- and x-axis, respectively, and facilitates the biological interpretation of the data.	https://bioconductor.org/packages/3.20/bioc/html/RNAsense.html
metavelvet	False	MetaVelvet : An extension of Velvet assembler to de novo metagenome assembly from short sequence reads		http://metavelvet.dna.bio.keio.ac.jp
bioconductor-philr	False	Phylogenetic partitioning based ILR transform for metagenomics data	PhILR is short for Phylogenetic Isometric Log-Ratio Transform. This package provides functions for the analysis of compositional data (e.g., data representing proportions of different variables/parts). Specifically this package allows analysis of compositional data where the parts can be related through a phylogenetic tree (as is common in microbiota survey data) and makes available the Isometric Log Ratio transform built from the phylogenetic tree and utilizing a weighted reference measure.	https://bioconductor.org/packages/3.20/bioc/html/philr.html
metacache	False	MetaCache is a classification system for mapping genomic sequences (short reads, long reads, contigs, ...) from metagenomic samples to their most likely taxon of origin.		https://github.com/muellan/metacache
metaeuk	False	MetaEuk - sensitive, high-throughput gene discovery and annotation for large-scale eukaryotic metagenomics		https://github.com/soedinglab/metaeuk
allelecodes	False	Allele Code Assignment Algorithm for cgMLST schemes	"This tool assigns nearest-neighbor hierarchical codes to allele profiles using cgMLST schemes, as used in public health genomics.
"	https://github.com/ncezid-biome/AlleleCodes
eukfinder	False	Eukfinder is a tool for detecting eukaryotic sequences in metagenomic data.		https://github.com/RogerLab/Eukfinder
graftm	False	GraftM is a pipeline used for identifying and classifying marker gene reads from metagenomic datasets		http://geronimp.github.io/graftM
bioconductor-bert	False	High Performance Data Integration for Large-Scale Analyses of Incomplete Omic Profiles Using Batch-Effect Reduction Trees (BERT)	Provides efficient batch-effect adjustment of data with missing values. BERT orders all batch effect correction to a tree of pairwise computations. BERT allows parallelization over sub-trees.	https://bioconductor.org/packages/3.20/bioc/html/BERT.html
bioconductor-genomicplot	False	Plot profiles of next generation sequencing data in genomic features	Visualization of next generation sequencing (NGS) data is essential for interpreting high-throughput genomics experiment results. 'GenomicPlot' facilitates plotting of NGS data in various formats (bam, bed, wig and bigwig); both coverage and enrichment over input can be computed and displayed with respect to genomic features (such as UTR, CDS, enhancer), and user defined genomic loci or regions. Statistical tests on signal intensity within user defined regions of interest can be performed and represented as boxplots or bar graphs. Parallel processing is used to speed up computation on multicore platforms. In addition to genomic plots which is suitable for displaying of coverage of genomic DNA (such as ChIPseq data), metagenomic (without introns) plots can also be made for RNAseq or CLIPseq data as well.	https://bioconductor.org/packages/3.20/bioc/html/GenomicPlot.html
