package.name	keep	about.home	about.license	about.license_family	about.license_file	about.summary	build.noarch	build.number	build.script	package.version	requirements.host	requirements.run	source.sha256	source.url	test.commands	test.imports	about.description	build.rpaths	build.run_exports	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	source.md5	about.dev_url	build.entry_points	extra.recipe-maintainers	requirements.build	extra.identifiers	extra.notes	build.skip	extra.additional-platforms	source.patches	about.doc_url	extra.skip-lints	extra.container.extended-base	test.requires	about.recipe-maintainers	source.git_rev	source.git_url	build.binary_relocation	source	about.licence_family	about.licence_url	build.has_prefix_files	test.source_files	extra.maintainers	identifiers	build.merge_build_host	extra.authors	about.licence_file	build.script_env	about.notes	test.files	extra.additional notes identifiers	extra.autobump.enable	test.import	outputs	extra.identifies	about.doc_source_url	build.no_link	extra.documentation	extra.doi	about.license_url	extra.recipe_maintainers	source.folder	extra.watch	extra.recipe-maintainer
bioconductor-hmp16sdata	False	https://bioconductor.org/packages/3.20/data/experiment/html/HMP16SData.html	Artistic-2.0			16S rRNA Sequencing Data from the Human Microbiome Project	generic	0		1.26.0	['bioconductor-annotationhub >=3.14.0,<3.15.0', 'bioconductor-experimenthub >=2.14.0,<2.15.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-assertthat', 'r-base', 'r-dplyr', 'r-kableextra', 'r-knitr', 'r-magrittr', 'r-readr', 'r-stringr', 'r-tibble']	['bioconductor-annotationhub >=3.14.0,<3.15.0', 'bioconductor-experimenthub >=2.14.0,<2.15.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-assertthat', 'r-base', 'r-dplyr', 'r-kableextra', 'r-knitr', 'r-magrittr', 'r-readr', 'r-stringr', 'r-tibble', 'curl', 'bioconductor-data-packages >=20241103']		['https://bioconductor.org/packages/3.20/data/experiment/src/contrib/HMP16SData_1.26.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/HMP16SData/HMP16SData_1.26.0.tar.gz', 'https://bioarchive.galaxyproject.org/HMP16SData_1.26.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-hmp16sdata/bioconductor-hmp16sdata_1.26.0_src_all.tar.gz']	"['$R -e ""library(\'HMP16SData\')""']"		HMP16SData is a Bioconductor ExperimentData package of the Human Microbiome Project (HMP) 16S rRNA sequencing data for variable regions 1–3 and 3–5. Raw data files are provided in the package as downloaded from the HMP Data Analysis and Coordination Center. Processed data is provided as SummarizedExperiment class objects via ExperimentHub.	['lib/R/lib/', 'lib/']	None				7dcdd859e777169f9dacff8369a65e15																																												
magmax	False	https://github.com/soedinglab/MAGmax	GPL-3.0	GPL	LICENSE.md	MAGmax is a robust tool for dereplicating MAGs through bin merging and reassembly.		0		1.1.0		['skani', 'spades', 'seqtk']	144ad2fda6156896dd22b576257676ae46c0dbb5928fae0544bfc38ce27aa043	https://github.com/soedinglab/MAGmax/archive/refs/tags/v1.1.0.tar.gz	['magmax --help']				['None']							['yazhinia']	['None', 'None', 'make']				['linux-aarch64', 'osx-arm64']																																				
viramp-hub	False	https://github.com/wm75/viramp-hub	MIT	MIT	LICENSE	VirAmp-Hub lets you manipulate/convert viral amplicon/primer scheme information.	python	0	 -m pip install --no-deps --ignore-installed --no-cache-dir -vvv .	0.1.0	['python >=3.6', 'pip']	['python >=3.6']	a930e2caed01d94a96decae239e6dcc0f8c83cc9eaef393c53641a3d61269ffc	https://pypi.io/packages/source/v/viramp_hub/viramp_hub-0.1.0.tar.gz	['scheme-convert -h']																		https://github.com/wm75/viramp-hub																																		
ribotaper	False	https://ohlerlab.mdc-berlin.de/software/RiboTaper_126/	GPL-3.0-or-later		LICENSE	RiboTaper is a new analysis pipeline for Ribosome Profiling (Ribo-seq) experiments, which exploits the triplet periodicity of ribosomal footprints to call translated regions.		9		1.3.1a	['bedtools ==2.17.0', 'samtools', 'r-iterators', 'r-foreach', 'r-domc', 'r-ade4', 'r-seqinr', 'r-multitaper', 'r-xnomial']	['bedtools ==2.17.0', 'coreutils', 'samtools', 'r-iterators', 'r-foreach', 'r-domc', 'r-ade4', 'r-seqinr', 'r-multitaper', 'r-xnomial']		https://ohlerlab.mdc-berlin.de/files/RiboTaper/RiboTaper-1.3.1a.tar.gz	['Ribotaper.sh 2>&1  | grep Usage > /dev/null', 'create_annotations_files.bash 2>&1  | grep Usage > /dev/null', 'create_metaplots.bash 2>&1  | grep Usage > /dev/null']				['None']				5f753a25646e7f5bb3e3f1865129e1f5				['None', 'make']	['biotools:ribotaper', 'doi:10.1038/nmeth.3688']		True																																					
bioconductor-compran	False	https://bioconductor.org/packages/3.20/bioc/html/ComPrAn.html	MIT + file LICENSE		LICENSE	Complexome Profiling Analysis package	generic	0		1.14.0	['r-base', 'r-data.table', 'r-dplyr', 'r-dt', 'r-forcats', 'r-ggplot2', 'r-magrittr', 'r-purrr', 'r-rcolorbrewer', 'r-rio', 'r-rlang', 'r-scales', 'r-shiny', 'r-shinydashboard', 'r-shinyjs', 'r-stringr', 'r-tibble', 'r-tidyr', 'r-venndiagram']	['r-base', 'r-data.table', 'r-dplyr', 'r-dt', 'r-forcats', 'r-ggplot2', 'r-magrittr', 'r-purrr', 'r-rcolorbrewer', 'r-rio', 'r-rlang', 'r-scales', 'r-shiny', 'r-shinydashboard', 'r-shinyjs', 'r-stringr', 'r-tibble', 'r-tidyr', 'r-venndiagram']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/ComPrAn_1.14.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/ComPrAn/ComPrAn_1.14.0.tar.gz', 'https://bioarchive.galaxyproject.org/ComPrAn_1.14.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-compran/bioconductor-compran_1.14.0_src_all.tar.gz']	"['$R -e ""library(\'ComPrAn\')""']"		This package is for analysis of SILAC labeled complexome profiling data. It uses peptide table in tab-delimited format as an input and produces ready-to-use tables and plots.	['lib/R/lib/', 'lib/']	None				1732308f7c82b3bd731de7b5b8143fbf																																												
bioconductor-methylscaper	False	https://bioconductor.org/packages/3.20/bioc/html/methylscaper.html	GPL-2		/lib/R/share/licenses/GPL-2	Visualization of Methylation Data	generic	0		1.14.0	['bioconductor-biocparallel >=1.40.0,<1.41.0', 'bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-pwalign >=1.2.0,<1.3.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-base', 'r-data.table', 'r-rfast', 'r-seqinr', 'r-seriation', 'r-shiny', 'r-shinyfiles', 'r-shinyjs']	['bioconductor-biocparallel >=1.40.0,<1.41.0', 'bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-pwalign >=1.2.0,<1.3.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-base', 'r-data.table', 'r-rfast', 'r-seqinr', 'r-seriation', 'r-shiny', 'r-shinyfiles', 'r-shinyjs']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/methylscaper_1.14.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/methylscaper/methylscaper_1.14.0.tar.gz', 'https://bioarchive.galaxyproject.org/methylscaper_1.14.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-methylscaper/bioconductor-methylscaper_1.14.0_src_all.tar.gz']	"['$R -e ""library(\'methylscaper\')""']"		methylscaper is an R package for processing and visualizing data jointly profiling methylation and chromatin accessibility (MAPit, NOMe-seq, scNMT-seq, nanoNOMe, etc.). The package supports both single-cell and single-molecule data, and a common interface for jointly visualizing both data types through the generation of ordered representational methylation-state matrices. The Shiny app allows for an interactive seriation process of refinement and re-weighting that optimally orders the cells or DNA molecules to discover methylation patterns and nucleosome positioning.	['lib/R/lib/', 'lib/']	None				ce8efbce696cc7f66100c0d92108cf62																																												
sparcc	False	https://bitbucket.org/yonatanf/sparcc	MIT		readme.rst	SparCC is a python module for computing correlations in compositional data (16S, metagenomics, etc).	python	0		0.1.0		['python <3', 'pandas', 'numpy', 'scipy']	00f00acb700de381d79d9d4d244f9834eb7b223780b3d018533d0ef2c853d63e	https://bitbucket.org/yonatanf/sparcc/get/3aff6141c3f1.zip	['SparCC.py --help |grep SparCC', 'PseudoPvals.py --help |grep PseudoPvals', 'MakeBootstraps.py --help |grep MakeBootstraps']													['doi:10.1371/journal.pcbi.1002687']				['pseudopvals.patch']																																			
bioconductor-nempi	False	https://bioconductor.org/packages/3.20/bioc/html/nempi.html	GPL-3		/lib/R/share/licenses/GPL-3	Inferring unobserved perturbations from gene expression data	generic	0		1.14.0	['bioconductor-epinem >=1.30.0,<1.31.0', 'bioconductor-mnem >=1.22.0,<1.23.0', 'r-base', 'r-e1071', 'r-matrixstats', 'r-naturalsort', 'r-nnet', 'r-randomforest']	['bioconductor-epinem >=1.30.0,<1.31.0', 'bioconductor-mnem >=1.22.0,<1.23.0', 'r-base', 'r-e1071', 'r-matrixstats', 'r-naturalsort', 'r-nnet', 'r-randomforest']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/nempi_1.14.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/nempi/nempi_1.14.0.tar.gz', 'https://bioarchive.galaxyproject.org/nempi_1.14.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-nempi/bioconductor-nempi_1.14.0_src_all.tar.gz']	"['$R -e ""library(\'nempi\')""']"		Takes as input an incomplete perturbation profile and differential gene expression in log odds and infers unobserved perturbations and augments observed ones. The inference is done by iteratively inferring a network from the perturbations and inferring perturbations from the network. The network inference is done by Nested Effects Models.	['lib/R/lib/', 'lib/']	None				4ddadcdb8dda0bd40d87344ec2cd3139																																												
align_trim	False	https://github.com/artic-network/align_trim	MIT	MIT	LICENSE	ARTIC align_trim: A tool for trimming amplicon sequencing primers from aligned reads.	python	0	-m pip install --no-deps --no-build-isolation --no-cache-dir . -vvv	1.0.2	['python >=3.9', 'pip', 'hatchling']	['python >=3.9', 'numpy', 'pysam', 'primalbedtools >=0.10.1']	599e4548286b87ab5ecbec4f43d701df3f625c165886e9c995f1b1eebb5a7841	https://github.com/artic-network/align_trim/archive/1.0.2.tar.gz	['align_trim --help']				['None']					https://github.com/artic-network/align_trim	['align_trim = align_trim.main:main']								https://github.com/artic-network/align_trim/blob/main/README.md				['Biowilko', 'ChrisgKent']																														
ncbi-amrfinderplus	False	https://github.com/ncbi/amr	Public Domain		LICENSE	AMRFinderPlus finds antimicrobial resistance and other genes in protein or nucleotide sequences.		0		4.2.5	['libcurl']	['blast >=2.9', 'hmmer >=3.2', 'curl']	unused		"['echo ""PREFIX=$PREFIX   CONDA_PREFIX=$CONDA_PREFIX""', 'amr_report -help', 'amrfinder_update --help', 'fasta_check -help', 'fasta2parts -help', 'gff_check -help', 'dna_mutation -help', 'amrfinder -U', 'curl --silent \\\n -O https://raw.githubusercontent.com/ncbi/amr/master/test_dna.fa \\\n -O https://raw.githubusercontent.com/ncbi/amr/master/test_prot.fa \\\n -O https://raw.githubusercontent.com/ncbi/amr/master/test_prot.gff \\\n -O https://raw.githubusercontent.com/ncbi/amr/master/test_both.expected\namrfinder --plus -n test_dna.fa -p test_prot.fa -g test_prot.gff -O Escherichia --print_node > test_both.got\ndiff test_both.expected test_both.got\n']"		"This software and the accompanying database are designed to
find acquired antimicrobial resistance genes in bacterial protein or
nucleotide sequences as well as known point mutations for several taxa. With
AMRFinderPlus we have added select members of additional classes of genes
such as virulence factors, biocide, heat, acid, and metal resistance genes.
"		['None']					https://github.com/ncbi/amr		['evolarjun']	['git', 'make', 'None', 'coreutils']	['doi:10.1038/s41598-021-91456-0']			['linux-aarch64', 'osx-arm64']		https://github.com/ncbi/amr/wiki	['uses_vcs_url']				amrfinder_v4.2.5	https://github.com/ncbi/amr.git																												
iqkm	False	https://github.com/lijingdi/iqKM	GPL-3.0-only	GPL3	LICENSE	Identification and quantification of KEGG Modules in metagenomes/genomes	python	0	-m pip install . --ignore-installed --no-deps -vv	1.0	['pip', 'python >=3.8']	['markdown', 'networkx', 'pylint', 'pysam', 'pytest', 'python >=3.8', 'hmmer >=3.1', 'prodigal >=2.6.3', 'bwa >=0.7.17', 'samtools >=1.3.1']	45efd4b0977bdc487b22993cffe327ef0b55ebfa2e29fbbb5b987e9303e4fe14	https://pypi.io/packages/source/i/iqkm/iqkm-1.0.tar.gz	['iqkm --help']	['iqkm']										['lijingdi']																																									
aviary	False	https://github.com/rhysnewell/aviary	GPL-3.0-only	GPL3	LICENSE	aviary - Metagenomics pipeline using long and short reads.	python	0	 -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	0.12.0	['python >=3.8,<3.12', 'pip', 'setuptools']	['python >=3.8,<3.12', 'snakemake-minimal >=7.0.0,<=7.32.4', 'ruamel.yaml >=0.15.99', 'numpy', 'pandas', 'biopython', 'mamba >=1.5.12', 'pigz', 'parallel', 'bbmap', 'extern']	aa097db9fa8304aa11d447c3610e56606c9c962013ca47d07a77b6f73a0396c7	https://pypi.org/packages/source/a/aviary-genome/aviary_genome-v0.12.0.tar.gz	"[""aviary --version | grep '0.12.0'""]"		"Aviary is an easy to use hybrid assembler and metagenomic pipeline

For more details see documentation: https://rhysnewell.github.io/aviary."		['None']					https://github.com/rhysnewell/aviary	['aviary = aviary.aviary:main']								https://rhysnewell.github.io/aviary																																		
kpal	False	https://kpal.readthedocs.org	MIT License			Analysis toolkit and programming library for k-mer profiles	python	3	python -m pip install --no-deps --ignore-installed .	2.1.1	['python', 'pip', 'h5py >=2.1', 'future', 'semantic_version', 'biopython']	['python', 'h5py >=2.1', 'future', 'semantic_version', 'biopython']		https://github.com/LUMC/kPAL/archive/v2.1.1.tar.gz	['kpal -v']								b5fe62fc749c7f975cf7d6cc9f1954d3																																												
prophyle	False	https://github.com/karel-brinda/prophyle	MIT		LICENSE.txt	ProPhyle is an accurate, resource-frugal and deterministic phylogeny-based metagenomic classifier.		4		0.3.3.2	['python', 'pip', 'samtools', 'zlib', 'psutil', 'zlib']	['python', 'samtools', 'ete3', 'bitarray', 'scipy', 'wheel', 'zlib', 'psutil', 'pysam']	b9476c617bcbc3eea229a1becd7f70133d3d3c59869e90284dfaf4b915757366	https://pypi.io/packages/source/p/prophyle/prophyle-0.3.3.2.tar.gz	['prophyle --help', 'prophyle download --help', 'prophyle index --help', 'prophyle classify --help', 'prophyle analyze --help', 'prophyle compress --help', 'prophyle decompress --help', 'prophyle compile --help', 'prophyle_analyze.py --help', 'prophyle_assignment.py --help', 'prophyle_ncbi_tree.py --help', 'prophyle_paired_end.py --help', 'prophyle_plot_tree.py --help', 'prophyle_propagation_makefile.py --help', 'prophyle_propagation_postprocessing.py --help || true', 'prophyle_propagation_preprocessing.py --help', 'prophyle_split_allseq.py --help']	['prophyle']			['None']						['prophyle = prophyle.prophyle:main', 'prophyle_analyze.py = prophyle.prophyle_analyze:main', 'prophyle_assignment.py = prophyle.prophyle_assignment:main', 'prophyle_ncbi_tree.py = prophyle.prophyle_ncbi_tree:main', 'prophyle_paired_end.py = prophyle.prophyle_paired_end:main', 'prophyle_plot_tree.py = prophyle.prophyle_plot_tree:main', 'prophyle_propagation_makefile.py = prophyle.prophyle_propagation_makefile:main', 'prophyle_propagation_postprocessing.py = prophyle.prophyle_propagation_postprocessing:main', 'prophyle_propagation_preprocessing.py = prophyle.prophyle_propagation_preprocessing:main', 'prophyle_split_allseq.py = prophyle.prophyle_split_allseq:main']		['make', 'None', 'None']			True	['linux-aarch64', 'osx-arm64']																																				
squeegee	False	https://gitlab.com/treangenlab/squeegee	MIT		LICENSE	squeegee, de novo computational contamination detection tool for metagenomic samples	generic	0	mkdir -p ${PREFIX}/bin && cp squeegee ${PREFIX}/bin && cp -R Squeegee ${PREFIX}/bin	0.2.0		['python >=3.6', 'kraken >=1.1.1', 'samtools >=1.11', 'bowtie2 >=2.3.5', 'numpy', 'mash >=2.2.2', 'meryl >=1.2', 'biopython']	8325e504215583d1d34c65d88dc5945a9f4a0899a50532d5d72ee4d331095eab	https://gitlab.com/treangenlab/squeegee/-/archive/v0.2.0/squeegee-v0.2.0.tar.gz	['squeegee --help']																																																				
graphbin	False	https://github.com/Vini2/GraphBin	BSD-3	BSD	LICENSE	GraphBin: Refined binning of metagenomic contigs using assembly graphs	python	0	[' -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv']	1.7.4	['pip', 'python >=3.7,<3.11', 'flit-core']	['cairocffi', 'python >=3.7,<3.11', 'python-igraph', 'tqdm', 'click', 'cogent3']	b1c7080aa61535fb3112e4fe3aae186b346a0074eec6e93650564a3b349cc69c	https://github.com/metagentools/GraphBin/archive/refs/tags/v1.7.4.tar.gz	['graphbin --help']		"GraphBin is a metagenomic contig bin-refinement tool that makes use of assembly graphs.
"		['None']					https://github.com/Vini2/GraphBin	['graphbin = graphbin.cli:main']	['Vini2', 'vinisalazar']		['doi:10.1093/bioinformatics/btaa180']					https://graphbin.readthedocs.io/																																		
metator	False	https://github.com/koszullab/metator	GPL-3.0-or-later	GPL3	LICENSE	Metagenomic binning based on Hi-C data.		0	"[""sed -i.bak 's/^CXX=g++/CXX=${CXX}/g' external/setup_dependencies.sh"", ' -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv']"	1.3.10	['python', 'hatch', 'hatch-build-scripts', 'pip', 'tar']	['python', 'hicstuff', 'networkx', 'checkv', 'biopython <=1.80', 'pysam', 'pairtools', 'pyfastx', 'cooler', 'numpy', 'pandas', 'scikit-learn', 'scipy', 'seaborn-base', 'looseversion', 'micomplete', 'pairix', 'bowtie2', 'bwa', 'samtools', 'prodigal', 'hmmer', 'openjdk']	f7665edc1a597a8a83259882cdc71020df8c7aebf4d87af2182150c5a8333231	https://github.com/koszullab/metator/archive/v1.3.10.tar.gz	['metator --help']	['metator']			['None']					https://github.com/koszullab/metator	['metator = metator.main:main']	['js2264']	['None', 'make']	['doi:10.3389/fgene.2019.00753']		True			https://github.com/koszullab/metaTOR/blob/v1.3.10/README.md																																		
hymet	False	https://github.com/ieeta-pt/HYMET	MIT	MIT	LICENSE	HYMET provides hybrid Mash+minimap2 metagenomic classification with benchmark and case-study tooling.	generic	0		1.2.1		['perl', 'python >=3.9', 'mash', 'minimap2', 'taxonkit', 'wget', 'pandas', 'numpy', 'matplotlib-base', 'seaborn', 'biopython', 'csvkit']	0fb8c4da24cd24b2272f65254c7507edebd5e5870afc8e36f9a7e5262973a65f	https://github.com/ieeta-pt/HYMET/archive/refs/tags/v1.2.1.tar.gz	['test -f $PREFIX/share/hymet/run_hymet_cami.sh', 'test -f $PREFIX/bin/hymet-config', 'test -f $PREFIX/bin/hymet-legacy', 'hymet version']		"HYMET couples Mash candidate filtering, minimap2 alignment, and a weighted LCA resolver to classify contigs
and reads. The project bundles the new Python CLI (`bin/hymet`), the legacy Perl pipeline, CAMI benchmark
harnesses, and case-study analysis scripts so users can reproduce the published experiments directly.
"		['None']					https://github.com/ieeta-pt/HYMET		['inesbmartins02', 'jorgeMFS']		['biotools:hymet']					https://github.com/ieeta-pt/HYMET																																		
mpa-server	False	https://github.com/compomics/meta-proteome-analyzer	Apache License 2.0	APACHE		Independent platform for interpretation of proteomics identification results	generic	3		3.4		['openjdk =8', 'python', 'perl', 'mysql =5', 'requests', 'tqdm']	3145bfc6e23d48a5ab83a0e281b4ea70599976422d3832e730c44f21c320a38d	https://github.com/compomics/meta-proteome-analyzer/releases/download/server-v3.4/mpa-server-3.4.tar.gz	"['echo ""no tests included""']"		"MetaProteomeAnalyzer (MPA) is a scientific software for analyzing and visualizing metaproteomics (and also
proteomics) data. The tool presents a MS/MS spectrum data processing application for protein identification in
combination with a user-friendly interactive graphical interface. The metaproteomics data analysis software is
developed in the Java programming language and provides various features for user-defined querying of the
results.
"																																																		
fegenie	False	https://github.com/Arkadiy-Garber/FeGenie	AGPL-3.0	AGPL	LICENSE	HMM-based identification and categorization of iron genes and iron gene operons in genomes and metagenomes.	generic	5		1.2	['r-base=4.0', 'r-gridbase', 'r-broom', 'r-ggpubr', 'r-ggplot2', 'r-stringi', 'r-reshape', 'r-reshape2', 'r-tidyverse', 'r-argparse', 'r-ggdendro', 'r-pvclust', 'python>=3.7', 'hmmer', 'diamond', 'prodigal', 'blast', 'metabat2']	['r-base=4.0', 'r-gridbase', 'r-broom', 'r-ggpubr', 'r-ggplot2', 'r-stringi', 'r-reshape', 'r-reshape2', 'r-tidyverse', 'r-argparse', 'r-ggdendro', 'r-pvclust', 'python>=3.7', 'hmmer', 'diamond', 'prodigal', 'blast', 'metabat2']	8158a25c6e706f68f5c5d3756d3a8bf4463c2845025b116332111f769fea7bcb	https://github.com/Arkadiy-Garber/FeGenie/archive/v1.2.tar.gz	['FeGenie.py -h']													['doi:10.3389/fmicb.2020.00037']				['python.patch']																																			
